licenses,parsed_address,similarity score,permit,apn,many_to_many
826 capistrano #828 92109,826 capistrano pl 92109,93,str-02160l,4237310900,both
4737 newport av 92107,4737 newport ave 92107,98,str-02312l,4483922400,both
4236 cass st 92109,4236 cass st 92109,100,str-02442l,4232241200,both
5345 mount blanca dr 92111,5345 mt blanca dr 92111,94,str-02465l,4192840800,both
2426 upas st 92104,2426 upas st 92104,100,str-02537l,4533720800,both
967 diamond st 92109,965 diamond st 92109,95,str-01697l,4156012800,both
967 diamond st 92109,965 diamond st 92109,95,str-02090l,4156012800,both
2652 a st #i 92102,2652 a st #i 92102,100,str-04146l,5341611606,both
2652 a st #i 92102,2652 a st #i 92102,100,str-00119l,5341611606,both
2652 a st #i 92102,2652 a st #i 92102,100,str-07458l,5341611606,both
5619 chelsea av 92037,5619 chelsea ave 92037,98,str-04997l,3574311100,both
5619 chelsea av 92037,5619 chelsea ave 92037,98,str-06423l,3574311100,both
3109 emerson st 92106,3109 emerson st 92106,100,str-00461l,5313060900,both
3109 emerson st 92106,3109 emerson st 92106,100,str-00457l,5313060900,both
1342 eighth av 92101,531 eighth ave #th114 92101,75,str-07975l,5351131114,both
6313 electric av 92037,6633 electric ave 92037,93,str-02001l,3514731000,both
6313 electric av 92037,6633 electric ave 92037,93,str-02000l,3514731000,both
7821 boulevard pl 92037,7821 boulevard pl 92037,100,str-05310l,3520130200,both
336 nautilus st 92037,336 nautilus st 92037,100,str-00361l,3512700701,both
2129 crandall dr 92111,2129 crandall dr 92111,100,str-00798l,4324600500,both
339 rosemont st 92037,339 rosemont st 92037,100,str-02910l,3514662902,both
339 rosemont st 92037,339 rosemont st 92037,100,str-02431l,3514662902,both
5156 pacifica dr 92109,5156 pacifica dr 92109,100,str-01996l,4174001100,both
329 gravilla st 92037,329 gravilla st 92037,100,str-00758l,3514623200,both
6255 rancho mission rd #111 92108,6255 rancho mission rd #111 92108,100,str-05975l,4340404011,both
6255 rancho mission rd #111 92108,6255 rancho mission rd #111 92108,100,str-07021l,4340404011,both
735 verona court #735 92109,735 verona court 92109,100,str-00757l,4235550702,both
735 verona court #735 92109,735 verona court 92109,100,str-01203l,4235550702,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-00359l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-00870l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-00189l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-00427l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-00642l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-03588l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-06576l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-04292l,4237661414,both
2613 mission blvd diego ca 92109,2613 mission blvd #14 92109,94,str-06288l,4237661414,both
13785 nogales dr 92014,13785 nogales dr 92014,100,str-02701l,3003525900,both
4554 cherokee av 92116,4554 cherokee ave 92116,98,str-05341l,4470422600,both
1051 hornblend st 92109,1605 hornblend st 92109,96,str-07660l,4240120300,both
716 isthmus court 92109,716 isthmus court 92109,100,str-03304l,4236622100,both
716 isthmus court 92109,716 isthmus court 92109,100,str-03305l,4236622100,both
3665 ocean front walk 92109,3665 ocean front walk 92109,100,str-00339l,4236011506,both
3665 ocean front walk 92109,3665 ocean front walk 92109,100,str-01987l,4236011506,both
3665 ocean front walk 92109,3665 ocean front walk 92109,100,str-02377l,4236011506,both
2230 columbia st 92101,2230 columbia st 92101,100,str-04855l,5331220400,both
3441 bayside walk 92109,bayside walk 92109,100,str-03160l,4235580200,both
806 law st 92109,820 law st 92109,94,str-06192l,4154611900,both
741 avalon court 92109,841 avalon court 92109,95,str-07893l,4237461902,both
745 zanzibar court 92109,745 zanzibar court 92109,100,str-00668l,4233141000,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00405l,4480702700,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00597l,4480702700,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00596l,4480702700,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00525l,4480702700,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00524l,4480702700,both
5045 narragansett av #3 92107,5045 narragansett ave 92107,95,str-00599l,4480702700,both
5028 muir av #b 92107,5028 muir ave #a-d 92107,88,str-04027l,4481212200,both
5028 muir av #b 92107,5028 muir ave #a-d 92107,88,str-01950l,4481212200,both
5028 muir av #b 92107,5028 muir ave #a-d 92107,88,str-04286l,4481212200,both
5028 muir av #b 92107,5028 muir ave #a-d 92107,88,str-03920l,4481212200,both
405 sloane st 92103,405 sloane st 92103,100,str-05330l,4520133400,both
3260 geddes dr 92117,3260 geddes dr 92117,100,str-03928l,3594331500,both
3724 28 st 92104,3245 28th st 92104,88,str-01116l,4535200100,both
15454 nawa court 92129,15454 nawa court 92129,100,str-00192l,3132720800,both
3779 ocean front walk 92109,3779 ocean front walk 92109,100,str-00886l,4235810102,both
3779 ocean front walk 92109,3779 ocean front walk 92109,100,str-03955l,4235810102,both
3779 ocean front walk 92109,3779 ocean front walk 92109,100,str-02101l,4235810102,both
2284 1/2 congress st 92110,2282 congress st 92110,88,str-04926l,4435204700,both
2284 1/2 congress st 92110,2282 congress st 92110,88,str-04986l,4435204700,both
2284 1/2 congress st 92110,2282 congress st 92110,88,str-04589l,4435204700,both
2284 1/2 congress st 92110,2282 congress st 92110,88,str-04455l,4435204700,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-03366l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-01940l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-00716l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-05965l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-04632l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-01723l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-00719l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-02464l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-03365l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-03963l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-02434l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-04913l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-02943l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-07037l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-07038l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-07039l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-03298l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-04475l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-02657l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-01683l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-00943l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-05186l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-01332l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-02957l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-00603l,4230210828,both
4465 ocean blvd #28 92109,4465 ocean blvd #28 92109,100,str-03971l,4230210828,both
834 isthmus court 92109,834 isthmus court 92109,100,str-03098l,4236713200,both
2755 hornblend st 92109,2751 hornblend st 92109,96,str-03743l,4241220900,both
2755 hornblend st 92109,2751 hornblend st 92109,96,str-03746l,4241220900,both
2755 hornblend st 92109,2751 hornblend st 92109,96,str-03740l,4241220900,both
2755 hornblend st 92109,2751 hornblend st 92109,96,str-03747l,4241220900,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-03129l,4237612104,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-03019l,4237612104,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-00739l,4237612104,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-02914l,4237612104,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-00825l,4237612104,both
2595 ocean front walk #4 92109,2595 ocean front walk #04 92109,98,str-03087l,4237612104,both
2719 bayside walk #1 92109,bayside walk 92109,100,str-03160l,4235580200,both
